Aco021318.1	2c2f85b9cf115a61a38bbce956cfeb8a	643	Pfam	PF03081	Exo70 exocyst complex subunit	250	605	9.7E-87	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco021318.1	2c2f85b9cf115a61a38bbce956cfeb8a	643	SUPERFAMILY	SSF74788		240	608	1.78E-93	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco019090.1	7f2927d803749141d39c3b3ed2959838	586	Pfam	PF03081	Exo70 exocyst complex subunit	244	318	1.3E-10	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco019090.1	7f2927d803749141d39c3b3ed2959838	586	Pfam	PF03081	Exo70 exocyst complex subunit	378	569	4.3E-55	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco019090.1	7f2927d803749141d39c3b3ed2959838	586	SUPERFAMILY	SSF74788		170	573	2.3E-103	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco019090.1	7f2927d803749141d39c3b3ed2959838	586	SUPERFAMILY	SSF74788		24	115	2.3E-103	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco012222.1	dfc6c66a16b423e78f9c2ea9071caa37	733	Coils	Coil		731	733	-	T	08-08-2017
Aco012222.1	dfc6c66a16b423e78f9c2ea9071caa37	733	Pfam	PF03081	Exo70 exocyst complex subunit	313	663	1.3E-52	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco012222.1	dfc6c66a16b423e78f9c2ea9071caa37	733	SUPERFAMILY	SSF74788		183	686	7.85E-66	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco012222.1	dfc6c66a16b423e78f9c2ea9071caa37	733	SUPERFAMILY	SSF74788		101	150	7.85E-66	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco003189.1	9b4afa4e18639b70b0969803e65b6524	721	Pfam	PF03081	Exo70 exocyst complex subunit	317	708	1.2E-111	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco003189.1	9b4afa4e18639b70b0969803e65b6524	721	SUPERFAMILY	SSF74788		241	711	2.62E-139	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco003189.1	9b4afa4e18639b70b0969803e65b6524	721	SUPERFAMILY	SSF74788		140	212	2.62E-139	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco018989.1	8d31bf3f25635ec8d083e21e4490d309	559	Pfam	PF03081	Exo70 exocyst complex subunit	269	539	2.6E-88	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco018989.1	8d31bf3f25635ec8d083e21e4490d309	559	SUPERFAMILY	SSF74788		30	112	3.71E-121	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco018989.1	8d31bf3f25635ec8d083e21e4490d309	559	SUPERFAMILY	SSF74788		181	546	3.71E-121	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco016765.1	b82b05f2f2535752bdbed528118174c7	641	Pfam	PF03081	Exo70 exocyst complex subunit	272	628	1.2E-124	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco016765.1	b82b05f2f2535752bdbed528118174c7	641	SUPERFAMILY	SSF74788		198	632	1.78E-164	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco016765.1	b82b05f2f2535752bdbed528118174c7	641	SUPERFAMILY	SSF74788		76	164	1.78E-164	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco016078.1	8e5e431bf2a4665a4484133caef04f7e	593	SUPERFAMILY	SSF74788		31	85	8.89E-149	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco016078.1	8e5e431bf2a4665a4484133caef04f7e	593	SUPERFAMILY	SSF74788		134	580	8.89E-149	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco016078.1	8e5e431bf2a4665a4484133caef04f7e	593	Pfam	PF03081	Exo70 exocyst complex subunit	207	576	3.0E-122	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco004859.1	01eb9cd5a83941237613bcacf2c565ec	637	SUPERFAMILY	SSF74788		194	625	5.18E-143	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco004859.1	01eb9cd5a83941237613bcacf2c565ec	637	SUPERFAMILY	SSF74788		81	159	5.18E-143	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco004859.1	01eb9cd5a83941237613bcacf2c565ec	637	Coils	Coil		59	79	-	T	08-08-2017
Aco004859.1	01eb9cd5a83941237613bcacf2c565ec	637	Pfam	PF03081	Exo70 exocyst complex subunit	268	621	3.5E-116	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco022861.1	e5494eb9aa10991180d548ba4d050801	704	SUPERFAMILY	SSF74788		127	198	5.07E-145	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco022861.1	e5494eb9aa10991180d548ba4d050801	704	SUPERFAMILY	SSF74788		254	690	5.07E-145	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco022861.1	e5494eb9aa10991180d548ba4d050801	704	Pfam	PF03081	Exo70 exocyst complex subunit	327	686	6.9E-119	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco022073.1	09bb6c93fd379a00821e77c1c88e097a	645	SUPERFAMILY	SSF74788		194	631	1.15E-173	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco022073.1	09bb6c93fd379a00821e77c1c88e097a	645	SUPERFAMILY	SSF74788		72	160	1.15E-173	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco022073.1	09bb6c93fd379a00821e77c1c88e097a	645	Pfam	PF03081	Exo70 exocyst complex subunit	268	627	1.2E-128	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco022073.1	09bb6c93fd379a00821e77c1c88e097a	645	Coils	Coil		3	23	-	T	08-08-2017
Aco007010.1	4a8e606b7319a18200220dba07e453d1	170	SUPERFAMILY	SSF74788		1	157	3.14E-39	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco007010.1	4a8e606b7319a18200220dba07e453d1	170	Pfam	PF03081	Exo70 exocyst complex subunit	1	145	9.9E-41	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco004600.1	810d5fd19f6986ae1aab6140a9d679ca	705	Pfam	PF03081	Exo70 exocyst complex subunit	334	686	1.2E-127	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco004600.1	810d5fd19f6986ae1aab6140a9d679ca	705	SUPERFAMILY	SSF74788		261	690	4.03E-152	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco004600.1	810d5fd19f6986ae1aab6140a9d679ca	705	SUPERFAMILY	SSF74788		142	201	4.03E-152	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco007086.1	53f3d328f17f0e2edb826fab7965aaaa	635	Coils	Coil		165	185	-	T	08-08-2017
Aco007086.1	53f3d328f17f0e2edb826fab7965aaaa	635	Pfam	PF03081	Exo70 exocyst complex subunit	268	626	7.9E-91	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco007086.1	53f3d328f17f0e2edb826fab7965aaaa	635	SUPERFAMILY	SSF74788		91	160	3.19E-118	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco007086.1	53f3d328f17f0e2edb826fab7965aaaa	635	SUPERFAMILY	SSF74788		194	630	3.19E-118	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco023866.1	c525b2ed659a5e559633c9e46d7d6f91	634	Pfam	PF03081	Exo70 exocyst complex subunit	271	627	8.3E-122	T	08-08-2017	IPR004140	Exocyst complex component Exo70
Aco023866.1	c525b2ed659a5e559633c9e46d7d6f91	634	SUPERFAMILY	SSF74788		76	164	6.28E-165	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
Aco023866.1	c525b2ed659a5e559633c9e46d7d6f91	634	SUPERFAMILY	SSF74788		197	631	6.28E-165	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G14090.1	e2f6d4587a22b8b8785b8935e60a0922	623	SUPERFAMILY	SSF74788		168	612	9.94E-158	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G14090.1	e2f6d4587a22b8b8785b8935e60a0922	623	SUPERFAMILY	SSF74788		18	119	9.94E-158	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G14090.1	e2f6d4587a22b8b8785b8935e60a0922	623	Pfam	PF03081	Exo70 exocyst complex subunit	243	608	1.0E-117	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G52340.1	726bd39caf1c104ed17fba816895036a	631	Coils	Coil		358	378	-	T	08-08-2017
AT5G52340.1	726bd39caf1c104ed17fba816895036a	631	SUPERFAMILY	SSF74788		195	622	1.15E-165	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G52340.1	726bd39caf1c104ed17fba816895036a	631	SUPERFAMILY	SSF74788		76	164	1.15E-165	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G52340.1	726bd39caf1c104ed17fba816895036a	631	Pfam	PF03081	Exo70 exocyst complex subunit	269	619	8.9E-119	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G13150.1	6dd313615668594656cf2e9154ddbb60	653	SUPERFAMILY	SSF74788		97	169	4.97E-142	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G13150.1	6dd313615668594656cf2e9154ddbb60	653	SUPERFAMILY	SSF74788		200	643	4.97E-142	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G13150.1	6dd313615668594656cf2e9154ddbb60	653	Pfam	PF03081	Exo70 exocyst complex subunit	274	639	2.3E-110	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G13990.1	2050cc9aefefef1a18813d2fd7ad1d3f	695	SUPERFAMILY	SSF74788		136	213	1.36E-137	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G13990.1	2050cc9aefefef1a18813d2fd7ad1d3f	695	SUPERFAMILY	SSF74788		249	680	1.36E-137	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G13990.1	2050cc9aefefef1a18813d2fd7ad1d3f	695	Pfam	PF03081	Exo70 exocyst complex subunit	325	677	9.8E-110	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G09530.1	5e7fa240874cf311deee31f57b9c7f34	637	Pfam	PF03081	Exo70 exocyst complex subunit	229	598	7.2E-94	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G09530.1	5e7fa240874cf311deee31f57b9c7f34	637	Coils	Coil		69	89	-	T	08-08-2017
AT3G09530.1	5e7fa240874cf311deee31f57b9c7f34	637	SUPERFAMILY	SSF74788		37	600	2.88E-131	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G51640.1	82a40dcc1df26ccb5fc6a5d4e484bc86	660	SUPERFAMILY	SSF74788		160	625	8.89E-96	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G51640.1	82a40dcc1df26ccb5fc6a5d4e484bc86	660	SUPERFAMILY	SSF74788		76	126	8.89E-96	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G51640.1	82a40dcc1df26ccb5fc6a5d4e484bc86	660	Coils	Coil		31	51	-	T	08-08-2017
AT1G51640.1	82a40dcc1df26ccb5fc6a5d4e484bc86	660	Pfam	PF03081	Exo70 exocyst complex subunit	255	622	1.5E-69	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G55150.1	b773f1f5b977889da87f7bf39e93fbf1	636	Pfam	PF03081	Exo70 exocyst complex subunit	245	606	2.8E-96	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G55150.1	b773f1f5b977889da87f7bf39e93fbf1	636	SUPERFAMILY	SSF74788		46	140	1.62E-140	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G55150.1	b773f1f5b977889da87f7bf39e93fbf1	636	SUPERFAMILY	SSF74788		172	609	1.62E-140	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G07000.1	504f1337c7459655d653bf3f57565deb	599	Pfam	PF03081	Exo70 exocyst complex subunit	248	591	2.1E-98	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT1G07000.1	504f1337c7459655d653bf3f57565deb	599	SUPERFAMILY	SSF74788		82	594	1.31E-129	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G29400.1	d0cd22b2d0dc2df3b3225da47d7abfc2	658	Pfam	PF03081	Exo70 exocyst complex subunit	266	642	1.8E-108	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G29400.1	d0cd22b2d0dc2df3b3225da47d7abfc2	658	SUPERFAMILY	SSF74788		85	154	1.26E-139	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G29400.1	d0cd22b2d0dc2df3b3225da47d7abfc2	658	SUPERFAMILY	SSF74788		192	645	1.26E-139	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G61010.1	a88c808140e116fc1cdb44c29f70e8dd	639	SUPERFAMILY	SSF74788		199	625	1.46E-125	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G61010.1	a88c808140e116fc1cdb44c29f70e8dd	639	SUPERFAMILY	SSF74788		89	164	1.46E-125	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G61010.1	a88c808140e116fc1cdb44c29f70e8dd	639	Pfam	PF03081	Exo70 exocyst complex subunit	274	621	1.9E-98	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G58430.1	beebe650c60f8c662d29bf31c6a57e1d	624	Pfam	PF03081	Exo70 exocyst complex subunit	266	614	4.6E-114	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G58430.1	beebe650c60f8c662d29bf31c6a57e1d	624	SUPERFAMILY	SSF74788		78	155	1.52E-149	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G58430.1	beebe650c60f8c662d29bf31c6a57e1d	624	SUPERFAMILY	SSF74788		192	616	1.52E-149	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT4G31540.1	ab303acc6e9236aa03bb5cd8494bdabf	687	SUPERFAMILY	SSF74788		84	136	4.08E-130	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT4G31540.1	ab303acc6e9236aa03bb5cd8494bdabf	687	SUPERFAMILY	SSF74788		177	654	4.08E-130	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT4G31540.1	ab303acc6e9236aa03bb5cd8494bdabf	687	Pfam	PF03081	Exo70 exocyst complex subunit	295	651	2.3E-88	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT3G09520.1	060fc717cb8d7411c46666100e3d4b18	628	SUPERFAMILY	SSF74788		40	604	6.28E-137	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT3G09520.1	060fc717cb8d7411c46666100e3d4b18	628	Pfam	PF03081	Exo70 exocyst complex subunit	234	602	5.2E-97	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G03540.1	a1a22fea8d8171607ac9184e08fd28cf	638	SUPERFAMILY	SSF74788		76	164	3.35E-169	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G03540.1	a1a22fea8d8171607ac9184e08fd28cf	638	SUPERFAMILY	SSF74788		195	629	3.35E-169	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT5G03540.1	a1a22fea8d8171607ac9184e08fd28cf	638	Pfam	PF03081	Exo70 exocyst complex subunit	269	625	1.4E-121	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT5G03540.1	a1a22fea8d8171607ac9184e08fd28cf	638	Coils	Coil		128	148	-	T	08-08-2017
AT1G54090.1	25554742e8abda1bfb1c012e9c816e33	622	Pfam	PF03081	Exo70 exocyst complex subunit	240	605	6.9E-115	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT1G54090.1	25554742e8abda1bfb1c012e9c816e33	622	SUPERFAMILY	SSF74788		43	101	4.6E-153	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G54090.1	25554742e8abda1bfb1c012e9c816e33	622	SUPERFAMILY	SSF74788		165	610	4.6E-153	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT2G28640.1	6b9aa40f89f187b0f15c739f977ec11b	605	SUPERFAMILY	SSF74788		30	576	9.94E-135	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT2G28640.1	6b9aa40f89f187b0f15c739f977ec11b	605	Pfam	PF03081	Exo70 exocyst complex subunit	218	574	3.4E-96	T	08-08-2017	IPR004140	Exocyst complex component Exo70
AT2G28640.1	6b9aa40f89f187b0f15c739f977ec11b	605	ProSiteProfiles	PS50077	HEAT repeat profile.	295	334	9.056	T	08-08-2017	IPR021133	HEAT, type 2
AT1G72470.1	66ede0a4e319d3fce689264236501653	633	SUPERFAMILY	SSF74788		40	109	2.3E-158	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G72470.1	66ede0a4e319d3fce689264236501653	633	SUPERFAMILY	SSF74788		173	620	2.3E-158	T	08-08-2017	IPR016159	Cullin repeat-like-containing domain
AT1G72470.1	66ede0a4e319d3fce689264236501653	633	Pfam	PF03081	Exo70 exocyst complex subunit	248	613	2.4E-117	T	08-08-2017	IPR004140	Exocyst complex component Exo70
