position	coverage
1	0.00751879699248
2	0.00751879699248
3	0.00751879699248
4	0.00751879699248
5	0.00751879699248
6	0.00751879699248
7	0.00751879699248
8	0.00751879699248
9	0.00751879699248
10	0.00751879699248
11	0.00751879699248
12	0.00751879699248
13	0.00751879699248
14	0.00751879699248
15	0.00751879699248
16	0.00751879699248
17	0.00751879699248
18	0.00751879699248
19	0.00751879699248
20	0.0225563909774
21	0.0300751879699
22	0.0300751879699
23	0.0300751879699
24	0.0375939849624
25	0.0375939849624
26	0.0451127819549
27	0.0451127819549
28	0.0451127819549
29	0.0451127819549
30	0.0526315789474
31	0.0827067669173
32	0.0827067669173
33	0.0902255639098
34	0.0977443609023
35	0.112781954887
36	0.127819548872
37	0.135338345865
38	0.135338345865
39	0.15037593985
40	0.18045112782
41	0.187969924812
42	0.210526315789
43	0.218045112782
44	0.240601503759
45	0.263157894737
46	0.263157894737
47	0.285714285714
48	0.345864661654
49	0.353383458647
50	0.360902255639
51	0.360902255639
52	0.360902255639
53	0.390977443609
54	0.390977443609
55	0.390977443609
56	0.390977443609
57	0.390977443609
58	0.390977443609
59	0.406015037594
60	0.421052631579
61	0.421052631579
62	0.421052631579
63	0.421052631579
64	0.421052631579
65	0.428571428571
66	0.428571428571
67	0.421052631579
68	0.421052631579
69	0.421052631579
70	0.428571428571
71	0.428571428571
72	0.428571428571
73	0.436090225564
74	0.436090225564
75	0.443609022556
76	0.451127819549
77	0.451127819549
78	0.451127819549
79	0.488721804511
80	0.503759398496
81	0.526315789474
82	0.526315789474
83	0.533834586466
84	0.556390977444
85	0.556390977444
86	0.578947368421
87	0.586466165414
88	0.586466165414
89	0.578947368421
90	0.578947368421
91	0.578947368421
92	0.578947368421
93	0.586466165414
94	0.586466165414
95	0.586466165414
96	0.586466165414
97	0.586466165414
98	0.586466165414
99	0.586466165414
100	0.586466165414
101	0.541353383459
102	0.526315789474
103	0.526315789474
104	0.511278195489
105	0.458646616541
106	0.428571428571
107	0.398496240602
108	0.368421052632
109	0.360902255639
110	0.315789473684
111	0.165413533835
112	0.165413533835
113	0.165413533835
114	0.15037593985
115	0.142857142857
116	0.12030075188
117	0.12030075188
118	0.105263157895
119	0.105263157895
120	0.0902255639098
121	0.0827067669173
122	0.0827067669173
123	0.0827067669173
124	0.0827067669173
125	0.0827067669173
126	0.0827067669173
127	0.0827067669173
128	0.0827067669173
129	0.0827067669173
130	0.0676691729323
131	0.0676691729323
132	0.0676691729323
133	0.0676691729323
134	0.0676691729323
135	0.0601503759398
136	0.0601503759398
137	0.0526315789474
138	0.0526315789474
139	0.0526315789474
140	0.0526315789474
141	0.0451127819549
142	0.0451127819549
143	0.0375939849624
144	0.0526315789474
145	0.015037593985
146	0.0225563909774
147	0.0300751879699
148	0.0451127819549
149	0.0451127819549
150	0.706766917293
151	0.706766917293
152	0.714285714286
153	0.736842105263
154	0.744360902256
155	0.774436090226
156	0.781954887218
157	0.789473684211
158	0.789473684211
159	0.804511278195
160	0.804511278195
161	0.834586466165
162	0.834586466165
163	0.834586466165
164	0.834586466165
165	0.842105263158
166	0.827067669173
167	0.827067669173
168	0.827067669173
169	0.827067669173
170	0.81954887218
171	0.714285714286
172	0.669172932331
173	0.639097744361
174	0.451127819549
175	0.323308270677
176	0.308270676692
177	0.225563909774
178	0.218045112782
179	0.18045112782
180	0.18045112782
181	0.157894736842
182	0.142857142857
183	0.12030075188
184	0.12030075188
185	0.112781954887
186	0.0977443609023
187	0.0977443609023
188	0.0977443609023
189	0.0977443609023
190	0.714285714286
191	0.706766917293
192	0.706766917293
193	0.706766917293
194	0.706766917293
195	0.706766917293
196	0.706766917293
197	0.691729323308
198	0.691729323308
199	0.511278195489
200	0.203007518797
201	0.157894736842
202	0.0676691729323
203	0.0375939849624
204	0.0375939849624
205	0.0375939849624
206	0.0300751879699
207	0.0300751879699
208	0.0300751879699
209	0.0300751879699
210	0.0300751879699
211	0.0300751879699
212	0.827067669173
213	0.827067669173
214	0.827067669173
215	0.81954887218
216	0.81954887218
217	0.81954887218
218	0.81954887218
219	0.81954887218
220	0.812030075188
221	0.812030075188
222	0.0902255639098
223	0.0902255639098
224	0.0902255639098
225	0.0977443609023
226	0.0977443609023
227	0.105263157895
228	0.105263157895
229	0.105263157895
230	0.112781954887
231	0.518796992481
232	0.526315789474
233	0.526315789474
234	0.548872180451
235	0.548872180451
236	0.548872180451
237	0.548872180451
238	0.541353383459
239	0.541353383459
240	0.541353383459
241	0.541353383459
242	0.0225563909774
243	0.0225563909774
244	0.0225563909774
245	0.0225563909774
246	0.0225563909774
247	0.0225563909774
248	0.0225563909774
249	0.0225563909774
250	0.0225563909774
251	0.0225563909774
252	0.0225563909774
253	0.0300751879699
254	0.0526315789474
255	0.0902255639098
256	0.0902255639098
257	0.0902255639098
258	0.112781954887
259	0.127819548872
260	0.142857142857
261	0.172932330827
262	0.233082706767
263	0.248120300752
264	0.413533834586
265	0.451127819549
266	0.451127819549
267	0.593984962406
268	0.661654135338
269	0.684210526316
270	0.714285714286
271	0.744360902256
272	0.774436090226
273	0.804511278195
274	0.812030075188
275	0.81954887218
276	0.827067669173
277	0.842105263158
278	0.842105263158
279	0.842105263158
280	0.842105263158
281	0.842105263158
282	0.857142857143
283	0.857142857143
284	0.872180451128
285	0.872180451128
286	0.872180451128
287	0.87969924812
288	0.87969924812
289	0.87969924812
290	0.887218045113
291	0.87969924812
292	0.87969924812
293	0.872180451128
294	0.87969924812
295	0.87969924812
296	0.842105263158
297	0.834586466165
298	0.827067669173
299	0.812030075188
300	0.812030075188
301	0.804511278195
302	0.796992481203
303	0.774436090226
304	0.721804511278
305	0.706766917293
306	0.631578947368
307	0.616541353383
308	0.601503759398
309	0.601503759398
310	0.586466165414
311	0.578947368421
312	0.548872180451
313	0.533834586466
314	0.518796992481
315	0.518796992481
316	0.511278195489
317	0.503759398496
318	0.488721804511
319	0.481203007519
320	0.481203007519
321	0.466165413534
322	0.451127819549
323	0.413533834586
324	0.390977443609
325	0.353383458647
326	0.345864661654
327	0.308270676692
328	0.270676691729
329	0.225563909774
330	0.210526315789
331	0.203007518797
332	0.195488721805
333	0.172932330827
334	0.157894736842
335	0.157894736842
336	0.0902255639098
337	0.0751879699248
338	0.0676691729323
339	0.0676691729323
340	0.0601503759398
341	0.0451127819549
342	0.0375939849624
343	0.0225563909774
344	0.015037593985
345	0.015037593985
346	0.015037593985
347	0.015037593985
348	0.015037593985
349	0.015037593985
350	0.015037593985
351	0.015037593985
352	0.015037593985
353	0.015037593985
354	0.015037593985
355	0.015037593985
356	0.827067669173
357	0.827067669173
358	0.827067669173
359	0.827067669173
360	0.827067669173
361	0.827067669173
362	0.827067669173
363	0.827067669173
364	0.827067669173
365	0.81954887218
366	0.81954887218
367	0.804511278195
368	0.796992481203
369	0.759398496241
370	0.729323308271
371	0.691729323308
372	0.661654135338
373	0.616541353383
374	0.526315789474
375	0.496240601504
376	0.338345864662
377	0.323308270677
378	0.112781954887
379	0.0526315789474
380	0.0300751879699
381	0.0225563909774
382	0.0225563909774
383	0.0225563909774
384	0.0225563909774
385	0.0225563909774
386	0.015037593985
387	0.015037593985
388	0.015037593985
389	0.015037593985
390	0.015037593985
391	0.015037593985
392	0.015037593985
393	0.015037593985
394	0.015037593985
395	0.015037593985
396	0.015037593985
397	0.015037593985
398	0.015037593985
399	0.015037593985
400	0.015037593985
401	0.902255639098
402	0.902255639098
403	0.902255639098
404	0.902255639098
405	0.902255639098
406	0.902255639098
407	0.902255639098
408	0.902255639098
409	0.902255639098
410	0.902255639098
411	0.90977443609
412	0.90977443609
413	0.90977443609
414	0.90977443609
415	0.90977443609
416	0.90977443609
417	0.917293233083
418	0.015037593985
419	0.015037593985
420	0.894736842105
421	0.894736842105
422	0.894736842105
423	0.902255639098
424	0.894736842105
425	0.894736842105
426	0.902255639098
427	0.902255639098
428	0.902255639098
429	0.90977443609
430	0.90977443609
431	0.887218045113
432	0.887218045113
433	0.872180451128
434	0.0225563909774
435	0.0451127819549
436	0.0451127819549
437	0.0451127819549
438	0.0451127819549
439	0.0451127819549
440	0.0601503759398
441	0.0751879699248
442	0.857142857143
443	0.857142857143
444	0.887218045113
445	0.887218045113
446	0.902255639098
447	0.887218045113
448	0.87969924812
449	0.864661654135
450	0.864661654135
451	0.857142857143
452	0.015037593985
453	0.015037593985
454	0.015037593985
455	0.015037593985
456	0.864661654135
457	0.0902255639098
458	0.872180451128
459	0.872180451128
460	0.887218045113
